Survey Finding,Survey,Finding Category,Number,Penalty Amount,Description
e5ce8907-ac0f-4873-b8d0-48de19b2257f,9d1e186c-9630-4374-8f39-ffc1adcd67f6,Safety / Facilities,411-325-0140,,"(9) It was observed that the homes bathroom contained space heaters. When this reviewer went to inspect the heaters it was noted that they were not the type if tipped over would automatically shut off, thus the heating element would become potentially exposed. Staff present indicated that the heaters were occasionally used by graveyard staff. S1 was told that as they were not the type of heaters that when tipped over would turn off, the heaters needed to be removed from staff access so that they would not be used."
dff5a81f-b24f-425d-833f-aaecddd72bbf,eeced2df-879b-4c6d-af29-845212a40a11,Safety / Facilities,411-325-0025,,"The program did not ensure compliance with personnel practices as described in OAR 411-323-0050. There was no documentation to indicate that reference checks had been completed for staff TH hired 2/14/19.   

(3) I-9 form were not reviewed during this inspection for staff TH hired 2/14/19, QT hired 8/22/19, and CA hired 3/29/18. 

There was no documentation found/provided during the inspection to indicate that staff EG hired 7/1/89 had completed tier one and tier two core competency based training
"
2514f93f-6192-48e4-b729-fda1c133e4f8,b7a12562-4b61-4643-9951-c4f85fd14ecf,Safety / Facilities,411-318-0010,,"Indiv Rights: Food,Housing,Clothing "
0f4fdfed-8fb2-4759-b2c5-8065f410a942,b7a12562-4b61-4643-9951-c4f85fd14ecf,Safety / Facilities,411-325-0350,,Rights: Behavior Supports 
28484299-1449-4a76-8661-96bc9a6116b0,ce97ef23-d74f-4d12-92b9-d5fa6518696d,Safety / Facilities,116.70b)1)J),,"Liquid medications did not specify to ""shake well"" on MAR, 1 medication did not specify the amount of liquid on the MAR"
6850e06a-af36-46a2-a443-4f3f73282fc5,ce97ef23-d74f-4d12-92b9-d5fa6518696d,Safety / Facilities,116.70b)1)H),,Order dates were not updated on MARs (some went back to 2019)
77580ae7-99fe-42f2-abf3-6d720027bfc2,161c2f60-0ee8-439c-80a5-e4e11c6a0689,Safety / Facilities,411-325-0430,,"2)(b) The Dehydration Protocol for P1 dated 6/11/20 was not accurate. Examples include: 
- The protocol did not match P1's physician's order dated 2/6/17 regarding fluid intake. The physician's order instructed P1 to have 32 ounces of fluid daily, but the protocol instructed P1 have 32 milliliters (ml) of fluid per day. 
- It as unclear if signs and symptoms of dehydration in P2 were defined accurately. The protocol indicated to notify the physician in the event P1 went 3 days with drinking 32 ml or less. It was unclear if the unit of measurement was accurate as the goal per physician orders was 32 ounces and not 32 milliliters which equals only 1.08 ounces of fluid. 
"
77c6a500-f6a2-4b15-965a-5b3155726432,cb5e02f3-3614-46be-8a9b-98ecac85d5b6,Safety / Facilities,388-101-3020,,"Failure to update IISPS- Clear and current instructions/ Stop and Watch traniing, Client medical protocol training. "
19434fe4-5811-4836-aac6-3e82095d287d,844d9a53-e826-43b1-a5b8-a959d57f59c2,Safety / Facilities,411-325-0370,,"The program did not maintain an accurate personal property record for P2. P2's Financial Plan dated 12/13/21 indicated that personal property over $50 value must be documented.  On 6/3/21 P2 purchased Bogs men's boots for $67.49. The boots were not listed on the property record. S1 added the item to the property record during the onsite visit.

"
6bfde905-0e15-4d5c-8142-070abc357e06,12689597-a866-42c0-99fb-64626bd6af43,Safety / Facilities,4 - 2.9(d)11,,The inventory of valuables did not list PF’s Debit Card.
028ee716-6754-450b-9ba6-cdfe84e2eb89,12689597-a866-42c0-99fb-64626bd6af43,Safety / Facilities,23 - 6.6(e)3,,The bedroom hallway bathroom did not contain a non-slip mat.
db918d8a-e6a3-4666-9ae4-4db8d203fa95,12689597-a866-42c0-99fb-64626bd6af43,Safety / Facilities,24 - 6.15(d),,"The deep freezer in the basement was full of ice inside the perimeter of 
the unit and contained numerous meat products that appeared to be 
freezer burned."
78e4b603-53ad-4668-bb76-ea81b91201c1,e4455e71-dbf3-475d-a94e-4fbb894cf57f,Safety / Facilities,1 - 2.9(d)11,,The inventory of valuables did not list SB’s Debit Card.
2e7e06e1-0ff9-435e-b167-681253b5ebb7,ebe49769-4562-48ce-b0f1-82739bf1eaea,Safety / Facilities,7 - 6.3(a)9i,," The fire drill record dated 9/10/21 contained both a.m. and p.m. for the 
time the drill was performed."
69ee6b36-5e79-4ae1-b4c2-91c2bfc45f5f,afd0c64e-99ae-4b5e-b729-33e4b08497ba,Person Centered Planning/Active Supports,115.200 e)4,,Environmental standards are not being reviewed and included in the Q notes in all Bethesda service regions.
9d3743af-bd91-4eb6-a5b5-b084b56ca3ff,afd0c64e-99ae-4b5e-b729-33e4b08497ba,Person Centered Planning/Active Supports,115.230 m)2,,QIDP individual monthly progress notes do not indicate whether services in the plan continue to meet he individual’s needs or require medication to better meet their needs.
9e2d7d69-36c7-4373-8991-3a352b5f3c2a,afd0c64e-99ae-4b5e-b729-33e4b08497ba,Person Centered Planning/Active Supports,115.230 m)3,,QIDP Individual monthly progress note do not indicate or ensure whether actions or recommendations are needed
5474a59f-8bc3-4b7f-9933-6ded2e51670f,afd0c64e-99ae-4b5e-b729-33e4b08497ba,Person Centered Planning/Active Supports,115.250 b) ,,HRC Approvals are missing.
75c27d52-afd6-44e6-8c4a-f95d6976fd40,afd0c64e-99ae-4b5e-b729-33e4b08497ba,Person Centered Planning/Active Supports,115.320 c)3,,BMC approval is missing for PM (Yorkville) Restrictions
2eb3d3b3-908c-4107-82d2-d4c58891c8e6,db28b84a-288c-43fa-bb5f-f18601f7a7ca,Person Centered Planning/Active Supports,K0258/K0345,,Fire Alarm System Testing - Failure to complete annually
c6e0df4c-7978-4fef-ad83-cfffbf5866a8,8c6639d7-3247-475a-a58f-c79614824e3f,Person Centered Planning/Active Supports,KO258/K0345,,Fire Alarm System Testing - Failure to complete annual inspection
cba901e3-9b0e-48c7-937b-1a4dabf65a9d,07b66b50-6893-4325-9f26-6cf3314c933a,Safety / Facilities,83.38(1)(c),,"The Provider did not ensure an accurate activities calendar was posted. The posted activity calendar was for August 2020,
not September 2020."
92c920c7-5dfd-4687-aaa3-9c7e7e9c3e45,ce97ef23-d74f-4d12-92b9-d5fa6518696d,Safety / Facilities,116.40c)1)2,,"Beth Maxwell was missing proof of high-school education, Jateazia Williams-Swayzer's proof of education was invalid."
418f3b17-3bb9-4570-9cc6-24abd29f250c,ce97ef23-d74f-4d12-92b9-d5fa6518696d,Safety / Facilities,116.70b)2)B,,"Medications list quantity to not exceed in a day, but not a stop date"
492c1d45-2240-48d1-84b5-982a2c998322,ce97ef23-d74f-4d12-92b9-d5fa6518696d,Safety / Facilities,116.70b)2)A,,1 person's PRN did not specify the condition under which the medication may be given
2a626ff0-ff39-4ab9-96f0-a9bc562a14ef,ce97ef23-d74f-4d12-92b9-d5fa6518696d,Safety / Facilities,116.40d)3-5,,"DSP did not not check B/P prior to giving a medication, per MAR, while being observed by DHS"
7a82e833-84cd-44cd-91ef-92d6426ca71b,ce97ef23-d74f-4d12-92b9-d5fa6518696d,Safety / Facilities,116.40b)1-2,,"Nursing assessments were only signed by RN who completed the assessment, missing signatures for RN's assisting with caseload or on-call duties."
02c40fe4-d992-4b42-bf35-20a091477e6e,875df36f-add6-40cc-a903-12e24b8b7e72,Safety / Facilities,R400.15.316,,"COMMENTS: Provider completes daily documentation for all consumers, with each staff on each shift writing a progress note. Provider completes progress notes on an electronic system known as Therap, and records are stored and signed electronically. Staff are documenting the events of each shift with great detail, and it is clear the plans of service are being implemented in the home. Auditor observed the Home Manager reviews and approves daily progress notes within the electronic system, and staff can flag notes with important information for review by other staff. Auditor noted staff are completing progress notes on every shift for all Consumers reviewed. Auditor has concerns with 24 hours of staffing not being documented within progress notes for several instances. There are many instances of 30 minutes - 1 hour of time missing within progress notes. For example, Auditor observed frequent 8:30am - 9:00am timeframes not being documented for Consumers A and B. Provider explained there are staff in the home to provide assistance to these consumers, as needed. Provider stated the codes that are billed for services provided are ""Per Diem""; therefore, there was
an assumption not all 24 hours of care needed to be documented. Auditor explained that while staff may not be providing a direct
service 24 hours of the day such as personal care or community living supports, there should still be documentation available to
show staff are available and are observing the consumers, as needed. RECOMMENDATIONS: Provider is to ensure staff are including the correct timeframes within progress notes in order to capture the times staff are available to provide direct care to consumers in the home. Provider is being paid on a Per Diem basis, which means payment covers 24 hours of the day. Therefore, documentation of services provided should reflect a 24 hour timeframe that is broken down between two to three shifts within the day. Provider is encouraged to contact the SCCMHA Contract Department if clarification is needed regarding documentation standards per their contract."
ae691b85-9219-4cae-aa39-ea0d438fd50b,12689597-a866-42c0-99fb-64626bd6af43,Safety / Facilities,2 - 2.6(a)4,,"Documentation of staff training in the Emergency Evacuation Plan (EEP) 
dated 5/20/22 was not available for staff AE."
84f33b7d-0a66-4970-aca3-a9d7998b1550,12689597-a866-42c0-99fb-64626bd6af43,Safety / Facilities,10 - 6.2(b),,"The EEP was not updated following EB’s hospitalization on 12/25/21. EB 
did not return to program until 2/22/22. The only EEP available was dated 
5/20/22."
b2df3166-f8c9-4d24-925d-c81fe197def3,12689597-a866-42c0-99fb-64626bd6af43,Safety / Facilities,12 - 6.5(b),,"The gauge on the fire extinguisher located in the foyer by the front door 
was in the red zone and indicated it was over-charged."
8bdb2904-f183-4a34-bcf5-badbd4fb65da,12689597-a866-42c0-99fb-64626bd6af43,Safety / Facilities,13 - 6.6(b),,"The side and rear of the house had an accumulation of debris, including 
bags of salt for snow, pallet wood piles, a discarded wheelchair and a 
broken porch swing in two areas of the ramps. These items pose tripping 
hazards in the event of an emergency evacuation."
c3635291-8687-4151-a86a-bc87e7038303,5a556ff9-3bc6-4bfd-8d8d-382a4bf91cde,Safety / Facilities,1 - 2.7(d)2,,"Documentation of staff training in the implementation of LR’s medically 
prescribed chopped, High Fiber and lactose diet was not available for staff 
QL."
3bbc58d2-838f-45f9-a728-80b7cfb8098b,5a556ff9-3bc6-4bfd-8d8d-382a4bf91cde,Safety / Facilities,5 - 6.2(a)1,,"Emergency Evacuation Assessments (EEA’s) for LR, RCabr and RCaba
were not available. The agency reported they will be running a fire drill 
immediately and devising EEA’s for all individuals in the home."
ace230af-909c-411a-91a3-1e141fa00858,5a556ff9-3bc6-4bfd-8d8d-382a4bf91cde,Safety / Facilities,8 - 6.12(d),,"The window screen in bedroom #4 was bent and did not sit in the window 
properly."
eb58ed4c-15a4-440d-88fa-e8313188fb47,12689597-a866-42c0-99fb-64626bd6af43,Safety / Facilities,14 - 6.6(c),,"The water temperature in the bathroom in Bedroom#1 measured 122 
degrees Fahrenheit. The failure to maintain water temperature in a
safe range poses an imminent risk of scalding to the individuals. The
plan of correction shall include a plan of oversight to assure that the
water temperature is maintained between 105 and 120 degrees
Fahrenheit."
4633929f-1285-443b-b7c9-7e216fe7c92d,e4455e71-dbf3-475d-a94e-4fbb894cf57f,Safety / Facilities,5 - 6.6(e)3,,The bathroom in bedroom #1 did not contain a non-slip mat.
62dcf52f-6c10-4d90-874c-67e8acdab5aa,ebe49769-4562-48ce-b0f1-82739bf1eaea,Safety / Facilities,1 - 29(d)11,,The inventory of valuables did not list LH’s Debit Card.
9a0dc76d-1716-49a4-808e-2c726023ad20,ebe49769-4562-48ce-b0f1-82739bf1eaea,Safety / Facilities,2 - 5.1(g)1,,The antiseptic in the first aid kit expired in March 2021.
b6876d86-e519-4814-bb5b-b365ade4ebd3,ebe49769-4562-48ce-b0f1-82739bf1eaea,Safety / Facilities,6 - 5.7(b)4,,"The fire extinguisher and portable red reflector warning devices
maintained in agency vehicle #X66GDT were not secured in a safe 
manner. "
ad061cbd-95e8-4523-8dba-f029a9812df0,f74fbe0b-a1ce-4642-8bbb-51529a8244a7,Safety / Facilities,11-23 11-23,,"Functional testing of required emergency
lighting systems shall be conducted
annually for not less than 1 1/2 hours
if the emergency lighting system is
battery powered. Written records of
visual inspections and tests shall be
kept by the owner for review.
Findings Include:During surveyor
inspection conducted on April 28 2023,
the following was noted.
-No documentation of annual 90-minute
testing of the emrgency lights.
Staff was present and acknowledged the
findings."
307433c7-2b92-4125-a369-1ba0998e6a29,f74fbe0b-a1ce-4642-8bbb-51529a8244a7,Safety / Facilities,11-32 11-32,,"Sensitivity testing of smoke detectors
is required for detectors connected to
fire alarm systems, and testing shall be
done in accordance with NFPA 72:
a) Sensitivity shall be checked within
1 year after installation; and
b) Sensitivity shall be checked every
alternate year thereafter.
EXCEPTION: After the second required
calibration test, if sensitivity tests
indicate that the device has remained
within its listed and marked sensitivity
range, the length of time between
calibration tests shall be permitted to
be extended to a maximum of five years.
NOTE: if detectors are added to the
system, the timing of sensitivity
testing starts over for that specific
zone.
Findings Include:During surveyor
inspection conducted on April 28 2023,
the following was noted.
-No documentation of smoke detector
sensitivity testing."
44f04af2-c0dc-4d06-9f1f-e8952a525a58,f74fbe0b-a1ce-4642-8bbb-51529a8244a7,Safety / Facilities,11-42 11-42,,"Where provided, automatic sprinkler
systems shall have testing, inspection,
and maintenance of pipe obstructions,
gauges, sprinklers, and valves every
five years, or as specified in Table
5.1. Documentation of inspections and
testing will be maintained by the owner
in a central location for all buildings
and available for review.
Findings Include:During surveyor
inspection conducted on April 28 2023,
the following was noted.
-No documentation of monthly testing of
the wet-pipe sprinkler system.
Staff was present and acknowledged the
findings."
bb880414-db69-417b-855c-d46fb0592c60,2bd15b5a-7abe-483a-814d-95dbdfcca9c7,Safety / Facilities,11-42 11-42,,"Where provided, automatic sprinkler
systems shall have testing, inspection,
and maintenance of pipe obstructions,
gauges, sprinklers, and valves every
five years, or as specified in Table
5.1. Documentation of inspections and
testing will be maintained by the owner
in a central location for all buildings
and available for review.
Findings Include:During surveyor
inspection conducted on April 28 2023,
the following was noted.
-No documentation of monthly inspections
of the wet-pipe sprinkler system.
Staff was present and acknowledged the
findings."
4192fad3-d8f4-43d7-a35d-869915ca8183,2bd15b5a-7abe-483a-814d-95dbdfcca9c7,Financial,11-31 11-31,,"Where required, a fire alarm or
automatic detection system shall have an
approved maintenance and testing program
complying with the applicable
requirements of NFPA 80 (National
Electrical Code) and NFPA 72 (National
Fire Alarm Code). NOTE: installed
systems shall be maintained and operable
at all times.
Findings Include:During surveyor
inspection conducted on April 28 2023,
the following was noted.
-No documentation of annual fire alarm
system testing for 2022."
2f273e0a-3ab6-417f-9cd7-b77dbd842a28,2bd15b5a-7abe-483a-814d-95dbdfcca9c7,Financial,11-32 11-32,,"Sensitivity testing of smoke detectors
is required for detectors connected to
fire alarm systems, and testing shall be
done in accordance with NFPA 72:
a) Sensitivity shall be checked within
1 year after installation; and
b) Sensitivity shall be checked every
alternate year thereafter.
EXCEPTION: After the second required
calibration test, if sensitivity tests
indicate that the device has remained
within its listed and marked sensitivity
range, the length of time between
calibration tests shall be permitted to
be extended to a maximum of five years.
NOTE: if detectors are added to the
system, the timing of sensitivity
testing starts over for that specific
zone.
Findings Include:During surveyor
inspection conducted on April 28 2023,
the following was noted.
-No documentation of smoke detector
sensitivity testing.
Staff was present and acknowledged the
findings."
aa564f06-445e-4bd2-a19b-51e00b87559c,2bd15b5a-7abe-483a-814d-95dbdfcca9c7,Financial,11-23 11-23,,"Functional testing of required emergency
lighting systems shall be conducted
annually for not less than 1 1/2 hours
if the emergency lighting system is
battery powered. Written records of
visual inspections and tests shall be
kept by the owner for review.
Findings Include:During surveyor
inspection conducted on April 28 2023,
the following was noted.
-No documentation of annual 90-minute
testing of the emergency lights.
Staff was present and acknowledged the
findings."
2ed357b5-145f-4c7a-b49e-48a2a3eb0212,dc47fab2-5b84-434c-abce-e69979edf4a4,Financial,11-32 11-32,,"Sensitivity testing of smoke detectors
is required for detectors connected to
fire alarm systems, and testing shall be
done in accordance with NFPA 72:
a) Sensitivity shall be checked within
1 year after installation; and
b) Sensitivity shall be checked every
alternate year thereafter.
EXCEPTION: After the second required
calibration test, if sensitivity tests
indicate that the device has remained
within its listed and marked sensitivity
range, the length of time between
calibration tests shall be permitted to
be extended to a maximum of five years.
NOTE: if detectors are added to the
system, the timing of sensitivity
testing starts over for that specific
zone.
Findings Include:During surveyor
inspection conducted on April 28 2023,
the following was noted.
-No documentation of smoke detector
sensitivity testing."
f3565cff-68df-428f-9b4b-b3af608ff4e0,dc47fab2-5b84-434c-abce-e69979edf4a4,Financial,11-23 11-23,,"Functional testing of required emergency
lighting systems shall be conducted
annually for not less than 1 1/2 hours
if the emergency lighting system is
battery powered. Written records of
visual inspections and tests shall be
kept by the owner for review.
Findings Include:During surveyor
inspection conducted on April 28 2023,
the following was noted.
-No documentation of annual 90-minute
testing of the emergency lights.
Staff was present and acknowledged the
findings."
dca00b58-15f6-4ab1-898e-fad7fb834eb8,afd0c64e-99ae-4b5e-b729-33e4b08497ba,Person Centered Planning/Active Supports,115.200 D ,,"In 1 of 18 CILA sites, there is no evidence of medical necessity for the use of the hospital bed (CW at 135 S. Oak St. Cortland, IL) Also, the HRC did not give approval for this restriction at the 3 CILA Homes with this issues in the previous survey from May 21, 2018-May 25, 2018 (1222 Spring ST., Yorkville, IL. 135 S. Oak St. Cortland, IL; 201 S. Walnut, Cortland, IL.)"
b2784cc0-db26-473f-b6dd-00fa7097fac4,afd0c64e-99ae-4b5e-b729-33e4b08497ba,Person Centered Planning/Active Supports,115.230 j),,"PCP signatures were late. Provider signature page signed more than 10 days after completion, Implementation strategy signed more than 20 days after completion"
7ba5c527-adcf-45ac-a04e-b552f95b206a,edea68b3-1a73-47a1-b945-ad788fa809ca,Person Centered Planning/Active Supports,115.200 d),,3/19 CILA's have hospital beds+J1223J1231J1210:J1221J1210:J1221
6053bd48-1f4d-4b5a-8bd2-4fafb87e827c,edea68b3-1a73-47a1-b945-ad788fa809ca,Person Centered Planning/Active Supports,115.230 j),,2/6 records did not have a plan signed by QIDP
40f5cb05-2b9c-413f-a53c-2882a736dfa0,edea68b3-1a73-47a1-b945-ad788fa809ca,Person Centered Planning/Active Supports,115.230 m),,1/6 records had no monthlies to review
d2597ad5-8bc2-43de-bb5e-4667c4c55a65,edea68b3-1a73-47a1-b945-ad788fa809ca,Person Centered Planning/Active Supports,115.230 p),,5/19 CILA's did not have current copies of service plan
fb75aaa9-ce87-4f97-a214-e4cefbfea503,edea68b3-1a73-47a1-b945-ad788fa809ca,Person Centered Planning/Active Supports,115.240 e),,1/6 record was missing documentation of physician visit at least every 6 months
8a198129-eea1-4e25-8ad2-a02828d8a6c8,edea68b3-1a73-47a1-b945-ad788fa809ca,Person Centered Planning/Active Supports,115.240 f),,1/1 record had no quarterly SAMA
2858691e-56f5-4365-8777-c6ec1abc5113,edea68b3-1a73-47a1-b945-ad788fa809ca,Person Centered Planning/Active Supports,115.250 b),,1/6 record had a 60D CILA application with full names of housemates
3ecdc76e-6af3-4c26-acef-7f98c257549f,edea68b3-1a73-47a1-b945-ad788fa809ca,Person Centered Planning/Active Supports,115.250 b),,"5/6 records- rights statement was either missing, late or unsigned"
30e310d6-3b60-4210-b8a8-ccb4edd8add5,a9b4cf50-9022-4fc6-84d6-92b3ddbefe86,Person Centered Planning/Active Supports,R400.14315,,facility is not using Resident's funds and valuables transaction form
bdb16303-b0e0-480a-a0fd-83289b03b8e8,f40da41e-1b99-4da9-81c3-f131e050cd2d,Safety / Facilities,0999-other,,"












"
cebd8b85-f81a-455a-8289-9faeb6326713,ce97ef23-d74f-4d12-92b9-d5fa6518696d,Safety / Facilities,116.70e)3),,No prescription number was on the control count sheets
124941f0-d3b4-4e92-a3ea-5b6f645fbf7b,ce97ef23-d74f-4d12-92b9-d5fa6518696d,Safety / Facilities,116.70e)2),,Physian's name was missing from the control count sheets
5ba0e242-ce03-418b-947c-9ec540fc4724,ce97ef23-d74f-4d12-92b9-d5fa6518696d,Safety / Facilities,116.40d)2),,Missing follow-up on an administered PRN
399a5a64-74d6-461c-9753-3d226684ae8e,ce97ef23-d74f-4d12-92b9-d5fa6518696d,Safety / Facilities,116.70b)4),,Medications not initialed as given
dd010eda-49bf-4e23-a564-7d21f920eee5,ce97ef23-d74f-4d12-92b9-d5fa6518696d,Safety / Facilities,116.60a)2),,"SAMAs had a typed signature by RN, instead of digital signature or hand-written signature"
06030b53-ffb7-4c2d-a6ab-bbc559257d22,ce97ef23-d74f-4d12-92b9-d5fa6518696d,Safety / Facilities,116.40d)2),,"1 person had expired epi-pens, 1 stock Milk of Magnesia was expired"
f7d2a292-362b-495b-a61a-acb416fca7c5,875df36f-add6-40cc-a903-12e24b8b7e72,Safety / Facilities,R400.14301,,"COMMENTS: Provider has a Disaster/Evacuation plan, last updated 6/1/2021, specific to this home. Provider also has a Missing Person policy, last reviewed 1/23/2019. The Disaster/Evacuation plan includes emergency phone numbers and physician contact information for all consumers living in the home. The policy includes other contact information including towing/emergency/snow plowing, evacuation location for a nearby hotel, hospital, fire department, poison control, etc. However, the plan doesn't indicate what to do in the event of a disaster. Instead, the policy indicates the following:
NEED FOR RELOCATION: Shall be determined by the Area Director or Program Manager at the time any of the following conditions become evident: A. Fire, B. Tornado, storm, flood, or earthquake damage, C. Lack of water, or of heat in winter for a prolonged period, D. Evacuation ordered by authorities in the event of bomb threat, toxic chemical or gas leak, electrical danger, nuclear fallout, terrorist attack, or civil disturbances., E. Any other conditions rendering operation of the homes unsafe. RECOMMENDATIONS: Provider is to ensure to include language within the Disaster/Evacuation plan outlining what to do in the event of the above"
ffe7bda8-ef55-4bfa-a381-eaa644b3e128,12689597-a866-42c0-99fb-64626bd6af43,Safety / Facilities,3 - 2.8(d),,"The current staff schedule did not include the full names of the staff 
working and did not identify a way to confirm the staff member through a 
key on the document or a “master key” document."
d0822c18-b037-40ee-aa71-62be991aabf2,12689597-a866-42c0-99fb-64626bd6af43,Safety / Facilities,6 - 5.5(a),,"There were numerous expired items throughout the refrigerator, cabinet 
and basement food storage areas. For example:
 Baking Powder expired 10/31/21
 Pancake Mix expired 2/20/22
 Wishbone salad dressing expired 5/23/22
 French’s Crispy Onions expired 3/2/2021
 Flour expired 2/2022
 Macaroni & Cheese Case expired 1/2022
 Frosting expired 5/21
 Condensed milk cans expired 2/21"
21298e62-ab27-497e-ae2c-ef77ae3054f2,12689597-a866-42c0-99fb-64626bd6af43,Safety / Facilities,5 - 5.2(c),,"A documentation error occurred on 12/8/21 but was not circled in red and
an explanation was not provided on the back of the document."
12670f9d-8dc7-42c9-97a3-258f232a8c54,5a556ff9-3bc6-4bfd-8d8d-382a4bf91cde,Safety / Facilities,3 - 2.8(d),,"The current staff schedule did not include the full names of the staff 
working. "
633ad8f2-ab6c-418b-a34e-971a094d72b1,5a556ff9-3bc6-4bfd-8d8d-382a4bf91cde,Safety / Facilities,4 - 5.5(b),,"The garage freezer contained a lot of ice and contained numerous meat 
items that appeared freezer burned."
d1ced016-a4f6-4a93-b1c5-a7cb68a349a4,5a556ff9-3bc6-4bfd-8d8d-382a4bf91cde,Safety / Facilities,6 - 6.6(c),,"One pantry door off the kitchen was missing and one was ajar and would 
not close all the way. "
88ca6b12-75c8-46d2-82e2-ab1bf4a0607c,e4455e71-dbf3-475d-a94e-4fbb894cf57f,Safety / Facilities,2 - 5.1(e),,An order for Physical Therapy was prescribed on 11/17/21 but did not  begin until 2/1/22. The agency provided proof from the legal guardian that  a physical therapist could not be secured until February 2022.
5f6113cb-0826-44df-9c46-e727a18a2ba5,e4455e71-dbf3-475d-a94e-4fbb894cf57f,Safety / Facilities,3 - 5.5(b),,"The oven was dirty and contained an accumulation of stains and grease. 
The agency was advised to discontinue use until it can be cleaned."
a2f07d0b-a9b5-440f-b1b4-cf3bd84b5952,e4455e71-dbf3-475d-a94e-4fbb894cf57f,Safety / Facilities,4 - 6.6(c),,"The water temperature in the hallway bathroom measured 123
degrees Fahrenheit. The failure to maintain water temperature in a
safe range poses an imminent risk of scalding to the individuals. The
plan of correction shall include a plan of oversight to assure that the
water temperature is maintained between 105 and 120 degrees
Fahrenheit."
9a065f75-9e28-40d1-b377-87dd3d2a20fa,ebe49769-4562-48ce-b0f1-82739bf1eaea,Safety / Facilities,3 - 5.5(a),,"A bologna deli meat with an expiration of 5/28/22 was found in the
refrigerator."
9a224476-f232-45ef-9905-9cd313308033,ebe49769-4562-48ce-b0f1-82739bf1eaea,Safety / Facilities,5 - 5.5(b),,The kitchen refrigerator did not have lighting. 
771fd832-b7e0-4d2a-beb0-bdd825b32590,ebe49769-4562-48ce-b0f1-82739bf1eaea,Safety / Facilities,8 - 6.6(b),,"The driveway at the residence had broken glass all over. This poses a 
safety hazard. The agency sent proof to this office that it was removed."
d20ff459-9029-40ba-963b-9b0fb950ceac,ebe49769-4562-48ce-b0f1-82739bf1eaea,Safety / Facilities,9 - 6.6(c),,"All 4 stovetop burners emitted large flames when turned on. The 
agency emailed proof of repair following the inspection. "
4849fb48-77ae-43e5-aa1c-e68d677592e7,f445218b-a108-41e0-bf7b-1503fcc25a9a,Person Centered Planning/Active Supports,116.70b1H,,Scheduled & PRN medication orders are older than 1 year on the MAR for various individuals
7d5cb2ce-bd9b-4074-8135-5314ea9c440a,f445218b-a108-41e0-bf7b-1503fcc25a9a,Person Centered Planning/Active Supports,116.70b2A,,PRN medication is missing the condition for the medication to be given
d40e4364-1d91-4f01-b87a-347001ef0295,f445218b-a108-41e0-bf7b-1503fcc25a9a,Person Centered Planning/Active Supports,116.70b2B,,PRN medication is missing the maximum or stop dosage
fe77e5ae-0e79-4482-82c0-cba03ddc831b,f445218b-a108-41e0-bf7b-1503fcc25a9a,Person Centered Planning/Active Supports,116.70e(9,,No reports of discrepancies were in Therap
b9ac6137-470d-44c7-9550-14bfcf1444d7,f445218b-a108-41e0-bf7b-1503fcc25a9a,Person Centered Planning/Active Supports,116.80e(4,,"Medication, which belonged to someone who no longer lived there, was found in another person's box"
d06e9adf-5028-48d1-b585-295738363766,383af193-4ee6-4256-9b5a-926b51d33c07,Governing Body,83.37(2)e,,83.37(2)e Medications -Other administration- RN delegation
1457ff9d-fb37-48fb-936f-f68d11bd10af,941c9356-be42-4766-bac5-63b722ae6e27,Governing Body,WIC 15630,,Other - Did not show Abuse and neglect policy or know where to locate
080c96ef-1632-47b0-a5bd-850fdceaba2a,181621c9-8224-4a8f-917c-8c8891937987,Safety / Facilities,CCR 54327,,Failure to follow mandated reporting protocols. Failure to conduct a prompt investigation of alleged abuse 
2d77f10c-e3ef-4f92-98ff-bc24f44103b6,ce97ef23-d74f-4d12-92b9-d5fa6518696d,Safety / Facilities,116.70b)5,,"Changes were present in the MAR, which were missing the DSP's signature/date who made the change."
1c3d1f11-df69-496e-aa58-cb8bf39f65d5,ce97ef23-d74f-4d12-92b9-d5fa6518696d,Safety / Facilities,116.70b)5,,"Changes were present in an MAR, which were missing an RN's signature"
4e67a714-48eb-496b-bc29-57e12cc04262,ce97ef23-d74f-4d12-92b9-d5fa6518696d,Safety / Facilities,116.90)b),,"1 person supported had no proof of annual physical, 1 person had a late physical in 2019"
2f11f63d-e3e8-4bdf-b0d8-d74849e7e008,ce97ef23-d74f-4d12-92b9-d5fa6518696d,Safety / Facilities,116.90)a),,Nursing assessments for 2020 either were late or not done
18f0c674-3e94-4778-b21f-fbfda51b58f3,ce97ef23-d74f-4d12-92b9-d5fa6518696d,Safety / Facilities,116.40c)5,,"1 DSP did not have proof of an 8-hour med class having taken place, 1 DSP's 8-hour med class was documented as going from 9-5, with 1 hour for lunch (7 hour class)"
e8fd86a5-8ec6-49c3-b56d-c4c2c0adf564,ce97ef23-d74f-4d12-92b9-d5fa6518696d,Safety / Facilities,116.40c)3,,"Employee TABE tests were either not filled out completely, or did not have front/back scans."
80d8bfe1-8ff6-43d1-bf8c-a38dbefde886,bcae3c0a-8434-43e4-a25a-c6f69749ed14,Safety / Facilities,9555.6225,,"Deck railing, floor, and steps have peeling paint exposed throughout. "
ac9deb99-f92a-4faa-809a-8acc7fd4da41,26dda2bd-1e2c-4236-b75a-8d3cdda3ccfb,Safety / Facilities,9555.6225,0,Areas on the floor and on the railing were peeling. 
