Survey,State,State Survey Type,Survey Date,Received Date,Sanction,PoC Due Date,PoC Submit Date,Appeal Due Date,Appeal Submit Date,Comments
dc5c87f2-4615-4280-ba79-3362969733e5,WI,WI - Self Reported Investigation - Self Reported Inc.,8/28/2018,,,,,,,
9b52cc5a-107a-43fd-b11a-ce4daba6f431,WI,WI - Self Reported Investigation - Self Reported Inc.,10/17/2019,,,,,,,
9df356ad-f61c-4472-8dd1-02997543a1b3,WI,WI - Conversion - WI - Conversion,12/13/2019,,,,,,,
c45ff981-f3d6-4669-8f59-10290c08c7a9,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,1/1/2018,,,,,,,1/10/2018
751d73be-e88f-4939-9c3e-723ebf219c3a,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,1/1/2018,,,,,,,1/24/2018
bad5eb26-fbe7-4156-a7f3-553408a373ed,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,1/2/2018,,,,,,,1/12/2018
d59a1b00-e213-4fdf-b7b9-b104cbf5ba4b,CA,CA - ICF-Full - DSS|CCF - CCL Annual Survey,1/4/2018,,,,,,,1/5/2018
e18b28f2-0b00-4d5d-bd5e-65c6e7299cd3,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,1/8/2018,,,,,,,
b399261a-ead5-4d84-8c7a-d09f136c1417,CA,CA - ICF-Full - DSS|CCF - CCL Annual Survey,1/11/2018,,,,,,,1/24/2018
8f700dcd-e281-455f-bb7a-1647c5cec35d,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,1/12/2018,,,,,,,1/23/2018
f1731a58-aa23-4a06-ac47-ba5f8de053da,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,1/16/2018,,,,,,,POC / POI Due 2/2/18
9487d62f-12db-451f-9513-aecafc7e711f,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,1/16/2018,,,,,,,2/2/2018
f1fb9cae-e90b-4f46-b995-5ce7cc19ab1a,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,1/17/2018,,,,,,,2/2/2018
34dc8437-b4a1-4983-9faf-1241bf535187,CA,CA - ICF-Full - DDS - Regional Center Annual Survey,1/19/2018,,,,,,,2/7/2018
a11f2544-d7a0-465c-aa53-644ee0b4f5b5,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,1/19/2018,,,,,,,2/2/2018
0c9981bd-a6aa-4d1c-8ff7-7b1597b7caaf,CA,CA - Self Reported Investigation - DSS|CCF - CCL Complaint|Self-Reported Survey,1/24/2018,,,,,,,
091e72fb-c96a-47f0-b4f7-1544fda875e0,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,1/30/2018,,,,,,,2/22/2018
88a96063-b25d-4bd0-9382-ac1856d72971,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,2/12/2018,,,,,,,3/12/2018
bd88145f-0a6b-4a76-96e7-ec4230aadea3,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,2/15/2018,,,,,,,3/7/2018
43c4e101-e689-482b-9d34-a19d04463c6e,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,2/22/2018,,,,,,,
941c9356-be42-4766-bac5-63b722ae6e27,CA,CA - ICF-Full - DDS - Regional Center Annual Survey,2/23/2018,,,,,,,3/5/2018
2938a6ed-be20-4a43-9c99-30205c2d177f,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,2/26/2018,,,,,,,
a2602ea3-85ef-49c5-bc69-a261b7204852,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,2/26/2018,,,,,,,3/8/2018
892b9be5-2d59-473f-99fd-410b5edbe76a,CA,CA - Conversion - CA - Conversion,2/28/2018,,,,,,,3/7/2018
c9615afb-4ca2-4193-b41d-9eee53507c02,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,3/1/2018,,,,,,,3/15/2018
f9ce7504-be87-421e-bb6d-cb2767bafa03,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,3/2/2018,,,,,,,3/15/2018
e6716579-93c0-4c48-82d8-9c282ad3901a,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,3/6/2018,,,,,,,3/27/2018
f32038b7-666d-437e-bc6a-e9722567e405,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,3/7/2018,,,,,,,4/1/2018
612112a8-5ee9-43cf-acb0-8f6122c38ddf,CA,CA - ICF-Full - DDS - Regional Center Annual Survey,1/19/2018,,,,,,,1/26/2018
d411d52e-f667-4b0f-8e5f-4b36339988df,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,3/21/2018,,,,,,,4/21/2018
529b189e-b654-4ea7-9b60-2ed055cb03b0,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,3/21/2018,,,,,,,4/4/2018
03c9aead-7f2c-44be-914e-9955a223434d,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,3/21/2018,,,,,,,4/21/2018
1c3afb8c-ace2-4637-be0d-35d47efe5b90,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,3/27/2018,,,,,,,4/15/2018
b5b9801e-b908-47c7-82b3-90c6449102b2,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,3/29/2018,,,,,,,
29579385-f910-40af-8862-f06f8b443962,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,3/29/2018,,,,,,,4/9/2018
882b0f64-bcb6-44b4-b2c6-f595fb1325ca,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,3/30/2018,,,,,,,4/15/2018
99ae6bf2-e42f-4d2e-a527-f98169915243,CA,CA - ICF-Full - DDS - Regional Center Annual Survey,3/30/2018,,,,,,,4/3/2018
1b18cdb5-e3b7-4e34-a5ec-82eb6d7d0ff6,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,4/6/2018,,,,,,,POC / POI Due 5/20/18
20167ea1-581e-4217-a345-73b3effaab4f,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,4/9/2018,,,,,,,POC / POI Due 4/2/18
1128b595-3096-468a-87cc-bb8a16db3e5e,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,4/11/2018,,,,,,,POC / POI Due 4/28/18
b3ed6b6d-719f-4221-97f9-611a203f3f22,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,4/11/2018,,,,,,,
0487c5fa-1389-478a-9da1-0e8f59933c7b,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,4/11/2018,,,,,,,POC / POI Due 4/28/18
9a71b1ab-9a84-4b2a-a321-b01138304320,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,4/13/2018,,,,,,,
cfc08fff-f0d5-4b3e-b315-06c39ab8bd24,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,4/16/2018,,,,,,,
91a610ee-4cf6-4aa6-8a7d-4900d4fefcc1,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,4/18/2018,,,,,,,
a2e9febf-b166-4cef-b585-08ed2a670588,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,4/26/2018,,,,,,,
9be28143-032c-4475-bdc7-20f30b5a5068,CA,CA - ICF-Full - DDS - Regional Center Annual Survey,4/27/2018,,,,,,,Quality Assurance/Satisfaction   nursing
de169888-239e-42ae-9c31-a17b2bb780e1,CA,CA - ICF-Full - ICF - Extended Recertification Survey,5/1/2018,,,,,,,
ffeed3d8-671e-4360-b38f-cd4e79a4c062,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,5/1/2018,,,,,,,
7621b9d9-aaf2-4ff6-96f3-14b9c1ac3b0a,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,5/3/2018,,,,,,,
c7986b0b-15aa-4163-a518-4dc471c616ee,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,5/3/2018,,,,,,,
13bd43ed-85ee-4596-8229-43304532571b,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,5/3/2018,,,,,,,
41de5efc-b234-4166-8019-29aadf339713,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,5/17/2018,,,,,,,
0821056f-522c-40db-9044-f4e6e98c1e18,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,5/29/2018,,,,,,,
6876e8e0-7768-429d-ae06-3be834743b2f,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,5/29/2018,,,,,,,
f73a9733-7be4-421e-a27d-a97e93bb61b9,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,5/30/2018,,,,,,,
1dc4b13c-a60a-42ae-8981-56f529b02118,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,5/30/2018,,,,,,,
84fa5c71-2922-49f7-93fe-dc013653cfb2,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,5/31/2018,,,,,,,
08f5fdd9-3459-4d0d-b293-a695f466cb53,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,6/18/2018,,,,,,,
7799628f-c27a-4b8c-acb8-1639496b47d3,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,6/18/2018,,,,,,,
e2de20de-e153-4a40-af1e-391263778451,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,6/20/2018,,,,,,,
beefd8e9-fa92-4bc2-94af-36e9a99465d3,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,6/21/2018,,,,,,,
fa9b6a22-9aac-4b08-8200-dce6c93a20c4,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,6/26/2018,,,,,,,
247a14a3-39a4-4c72-b902-c58fd4e905d2,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,7/11/2018,,,,,,,
2adaf28b-23dd-4846-9a92-0bb692552693,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,7/17/2018,,,,,,,
9b221d1d-c1a5-4847-acc2-1591a51cabc0,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,7/17/2018,,,,,,,
e0111bd8-2964-4a05-8824-87dae9660508,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,7/18/2018,,,,,,,
2a970997-e587-44ba-bb01-7849cd65dc4d,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,7/18/2018,,,,,,,
727eee46-083b-4ee7-971b-882e76a1429d,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,7/19/2018,,,,,,,
2b611b48-f73f-4da5-bf01-39451adafa2e,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,7/20/2018,,,,,,,
a33a0d5f-9497-4cf8-99db-fd6569a1397e,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,7/23/2018,,,,,,,
4638bba1-8c0a-4553-87e6-2e3b0c9e6426,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,7/25/2018,,,,,,,
24728c50-4194-4512-8ee4-b26937237b4b,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,7/25/2018,,,,,,,
78fce154-3ba9-47bb-a319-539175df32ee,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,8/2/2018,,,,,,,
b9aad0e5-c40c-452d-ba73-5a32fe31390e,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,8/7/2018,,,,,,,
cdcc003d-69d3-44c6-84a4-09b1e4d2da29,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,8/13/2018,,,,,,,
3715d7d9-2cc5-4eb6-b0f3-034d22507d65,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,8/13/2018,,,,,,,
35e92431-a046-417d-b6b5-57dc4497e2b3,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,8/17/2018,,,,,,,
46f6a282-7cf7-4735-a9a0-ba4ffa21d49d,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,8/21/2018,,,,,,,
921f2095-4722-4fec-831d-a0ccc1c9f491,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,8/22/2018,,,,,,,
09c0ffd8-d4a8-4d57-a12d-c9824d60c59e,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,8/30/2018,,,,,,,
395b7aeb-27c5-4b64-b558-9a8c94e9c366,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,9/11/2018,,,,,,,
c988a74a-1b4c-47f0-9e5f-c0b90cea69f2,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,9/11/2018,,,,,,,
ba93ac30-0355-4e14-8116-f67d0965aab8,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,9/17/2018,,,,,,,
6b19d620-010a-43cc-a40d-40177120e82a,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,9/19/2018,,,,,,,
0fe6c9f1-a39a-4f6b-b21f-9922f4e67fa2,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,9/21/2018,,,,,,,
fead9a9d-14c7-47c2-936a-23f256193467,CA,CA - ICF-Full - ICF - Extended Recertification Survey,9/24/2018,,,,,,,
8bb5bc52-c882-43f2-a0c2-4bb053f9d298,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,9/27/2018,,,,,,,
896132a0-6234-4688-a64d-03590f11a2d7,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,10/3/2018,,,,,,,
a66b0904-b723-439e-be2e-49f7baf30f5f,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,10/3/2018,,,,,,,
f42bfb9f-eb4b-4e62-916a-c5f2f90fe2c6,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,10/3/2018,,,,,,,
21ca8f31-76c7-420f-ab8b-0c098862b492,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,10/5/2018,,,,,,,
83722e49-4101-42b2-8085-aeeb9baa6ad3,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,10/9/2018,,,,,,,
b6fd357c-22b1-49df-8794-b044483a294a,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,10/9/2018,,,,,,,
3c746e9e-6f4b-4fde-9b46-fbdbb3ace244,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,10/12/2018,,,,,,,
eae150e3-98dc-4d68-bddb-a0e8501e5ad0,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,10/17/2018,,,,,,,
ec1b3cf4-2ce2-498f-96cf-b9be00f72384,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,10/17/2018,,,,,,,
ad411b15-4ef8-4c7d-9985-da2014d5827e,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,10/18/2018,,,,,,,
b8fd1d8c-b09b-46f6-b36f-df09dc9fa73a,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,10/19/2018,,,,,,,
84544cfb-d3db-4902-aebb-0629a0e942b1,CA,CA - ICF-Abbrev|Focused - DSS|CCF - CCL Unannounced Survey ,10/24/2018,,,,,,,
5184bf79-7c54-41d2-a6c1-ed918be7197e,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,10/24/2018,,,,,,,
c4e41adc-84f0-4ac2-9011-a86d43e2f77b,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,10/26/2018,,,,,,,
8a459577-7fe6-4b4f-894a-93750df78199,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,10/29/2018,,,,,,,
182db6dd-f0dc-4238-a822-f93bf72cec90,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,10/29/2018,,,,,,,
df3bfe98-02ec-4708-98f3-1968c775cf5c,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,10/29/2018,,,,,,,
9c62e8b2-1f4e-40ed-b774-1e037955b3f0,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,10/30/2018,,,,,,,
a66b4522-fdad-4b7c-be16-a0ddb22b72ff,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,10/31/2018,,,,,,,
f13f9462-26a4-42d8-b302-c916487620b0,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,10/31/2018,,,,,,,
404e763c-1ec6-4868-a88f-a8cef914eede,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,11/1/2018,,,,,,,
4d0d1813-c854-40ce-9944-c7fc874eff5c,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,11/9/2018,,,,,,,
21160b86-541c-4923-af41-26ffda87f4cf,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,11/13/2018,,,,,,,
41f0c5ba-c62e-449f-acc8-6049cfb9bd1a,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,11/13/2018,,,,,,,
6d596626-82e2-4e15-ac30-5305fb0b6f31,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,11/13/2018,,,,,,,
749f8df8-c3ff-4b7a-8c31-c6a84e716059,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,11/16/2018,,,,,,,
05c89bd7-e631-406c-8757-26aea92e0b6c,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,12/6/2018,,,,,,,
53e5f41e-0091-446b-9f25-d0fc26410c98,CA,CA - ICF-Full - ICF - Extended Recertification Survey,12/18/2018,,,,,,,
9c433edd-98d2-42b0-9192-5aeb110f41b3,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,1/4/2019,,,,,,,
64a92942-f1c2-4214-9a40-0a773dcab9b9,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,1/4/2019,,,,,,,
40b6e463-4de5-42bc-a673-9f2a6976c6bd,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,1/8/2019,,,,,,,
5d669e20-9eb8-4573-8275-33faa3f6b656,CA,CA - ICF-Full - DSS|CCF - CCL Annual Survey,1/11/2019,,,,,,,
5d273b9d-02cb-4146-9bd3-b4a0c95af992,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,1/11/2019,,,,,,,
37d18331-2869-4388-a6be-3f6d6c1f3e3a,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,2/4/2019,,,,,,,
0ce9200d-6f47-4f5c-a36c-9ce091f1ae21,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,2/6/2019,,,,,,,
cf0746f9-9eae-49aa-8092-c15a41fb0abf,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,2/7/2019,,,,,,,
706a3fa3-549b-4474-96f4-61de07639615,CA,CA - Conversion - CA - Conversion,2/19/2019,,,,,,,Documentation submitted
6c775bb2-3a08-497e-adf4-bad17487d0c5,CA,CA - ICF-Full - ICF - Full Recertification Survey,2/25/2019,,Conditional Licensing,,,,,4/1/2019
db78ebf9-efb6-4c3b-8cbb-190fae755a80,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,3/4/2019,,,,,,,3/20/2019
2b3ccbdf-eab5-4a2d-ba7a-1251ae98d932,CA,CA - External Reported Incident - ICF - Outside Agency Complaint,3/4/2019,,,,,,,3/20/2019
03ce0799-c9c0-4b5f-9e4e-da5b97a55ac6,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,3/5/2019,,,,,,,3/25/2019
36eda3ea-99f1-49d4-a2ed-ca92b097129a,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,3/6/2019,,,,,,,3/12/2019
9ebbdc86-1e83-4cfd-ac6d-1b5a75028739,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,3/6/2019,,,,,,,
37522539-8065-42b3-beb7-8c4578bf4172,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,3/7/2019,,,,,,,
28593353-92d7-4ca1-8c38-ae3899416f1c,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,3/7/2019,,,,,,,
07a6f506-eadc-48d7-aa45-00729dcd901b,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,3/11/2019,,,,,,,3/12/2019
253df101-057a-4bd0-b624-6f843064efff,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,3/13/2019,,,,,,,3/28/2019
14061940-6ea3-4dc5-8546-96f7029bf4d5,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,3/19/2019,,,,,,,4/10/2019
fae453a0-3b0f-4d75-8184-dc06c840077e,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,4/3/2019,,,,,,,5/1/2019
b393503b-0e90-4786-a875-371a7d3f0bf9,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,4/4/2019,,,,,,,
a1dfdc6b-7000-47f7-8c83-74b789df4cf3,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,4/4/2019,,,,,,,4/23/2019
ad11da1f-f1de-4d9a-8307-2c84638b759b,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,4/23/2019,,,,,,,5/15/2019
320ce4f4-6231-4b7e-9a5f-3cbadb4707b7,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,5/1/2019,,,,,,,5/25/2019
6d94f0e2-d08b-4db5-97b1-7387458d4729,CA,CA - Self Reported Investigation - DSS|CCF - CCL Complaint|Self-Reported Survey,5/6/2019,,,,,,,5/16/2019
c8d6d6d2-df89-47cf-b61b-28cadeb73310,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,5/6/2019,,,,,,,5/23/2019
02d7aee5-69bc-4425-9305-bedbed50df78,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,5/9/2019,,,,,,,5/30/2019
e49beebb-5f78-404c-8666-271956719a64,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,5/13/2019,,,,,,,5/14/2019
c2a53302-aadc-43a7-80da-303be0eab086,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,5/14/2019,,,,,,,5/31/2019
98873b92-3e67-495c-89f8-f0bc2d7d79a1,CA,CA - Conversion - CA - Conversion,5/16/2019,,,,,,,
c0383592-60db-4e8d-a686-feba9ba23ae6,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,5/16/2019,,,,,,,
43baf7c7-b76d-478b-81d9-84d55dbfd64c,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,5/17/2019,,,,,,,
42f874e3-264e-4d85-9137-29abf431cd87,CA,CA - Conversion - CA - Conversion,5/17/2019,,,,,,,
a327e509-eb68-4129-9bf7-b1186ab67d66,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,5/17/2019,,,,,,,
98cbbc84-72d1-427f-a0e6-144ecdabd0fd,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,5/18/2019,,,,,,,5/31/2019
ce5a2c73-e8c7-441c-951b-c393899daf9e,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,5/20/2019,,,,,,,6/3/2019
83b17586-a42a-444a-a376-cda741c705da,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,5/21/2019,,,,,,,6/3/2019
8f1391d2-c5c1-47ee-9ff5-8f241e81b192,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,5/21/2019,,,,,,,6/10/2019
15baabe9-cf04-486c-a2bd-a811a0212d8f,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,5/22/2019,,,,,,,
bb59aaa6-d46f-40f3-9748-1d837ddb4e4b,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,5/23/2019,,,,,,,
9aee2e04-ae87-426b-a1a6-caa2429534d8,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,5/24/2019,,,,,,,5/28/2019
f3fa3a80-c51a-43c8-9b1f-e7a6fc459519,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,5/30/2019,,,,,,,
f0cad57a-39d5-449a-a240-f82b0a19d224,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,5/30/2019,,,,,,,
9bc10f91-2822-4989-8da8-80e8344822e7,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,5/30/2019,,,,,,,
98ede003-1d2c-4d7a-9fb5-4c973f80a3da,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,6/5/2019,,,,,,,
95abf2ab-bde4-4f4d-b16e-b1a94bb7458c,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,6/7/2019,,,,,,,
eb43fd8e-a7a9-461e-8cdd-191c4a4276d3,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,6/7/2019,,,,,,,
4d5085a3-b661-4756-a81b-de5b82f53de5,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,6/7/2019,,,,,,,
c8755337-89dd-4f55-ad34-dcd0fff97c31,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,6/11/2019,,,,,,,6/28/2019
06987ac9-9554-4a69-b934-73579daff9d5,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,6/13/2019,,,,,,,7/2/2019
6201dfe6-835e-4b3f-b484-455540aae644,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,6/13/2019,,,,,,,
8973fec9-b89e-43de-ac0f-59a1737e45d7,CA,CA - ICF-Full - ICF - Full Recertification Survey,6/14/2019,,Conditional Licensing,,,,,
f6e99b58-98f4-4e3e-ab3b-5ad100404c0c,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,6/14/2019,,,,,,,
9bfe8ecf-0da6-4cdd-b62c-a725c601d949,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,6/18/2019,,,,,,,7/12/2019
e3f55064-44fa-4fc5-85fc-5bf254648e4e,CA,CA - ICF-Abbrev|Focused - ICF - Focused Fundamental Recertification,6/19/2019,,,,,,,
b8279ac8-0758-4eb9-accc-8278b0696e0a,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,6/24/2019,,,,,,,7/10/2019
05b87622-5731-435c-bbdb-c589c3be53ab,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,6/27/2019,,,,,,,
782a6987-ace6-45c8-a914-93c399f80643,CA,CA - Life Safety|Fire - ICF - Life Safety Survey,7/3/2019,,,,,,,
9bea2d42-597c-4ab1-9de8-79d714b18e93,CA,CA - ICF-Abbrev|Focused - ICF - Abbreviated|Self-Reported Survey,7/5/2019,,,,,,,
